Mot;Occurrence;Mot_nettoye;Cluster
gradins;17;gradin;0
humiliation;5;humiliation;0
posait;4;poser;0
prétendais;1;prétendai;0
vantez;3;vantez;0
campus;16;campus;0
riez;4;riez;0
maîtrise;6;maîtris;0
warstrike;1;warstrike;0
diplômés;1;diplômer;0
perfectionniste;1;perfectionniste;0
économisait;1;économiser;0
pavais;1;pavai;0
roller;1;roller;0
rink;1;rink;0
raclé;1;raclé;0
grilles;3;grille;0
burgers;1;burger;0
janelle;6;janell;0
trichant;1;tricher;0
gilbert;2;gilbert;0
niez;3;nier;0
sordide;1;sordide;0
débourse;1;débourser;0
dénoncerait;1;dénoncer;0
comprendrait;3;comprendre;0
compartiment;4;compartiment;0
lecteur;8;lecteur;0
lent;2;lent;0
malfaisant;1;malfaisant;0
fêtard;2;fêtard;0
sniffeur;1;sniffeur;0
immature;2;immature;0
dépendant;1;dépendre;0
radin;2;radin;0
cupide;1;cupide;0
radins;1;radin;0
cupides;1;cupide;0
convaincant;3;convaincant;0
impalpable;1;impalpable;0
énigme;7;énigme;0
focalisez;1;focaliser;0
banales;1;banale;0
dopant;1;dopant;0
originairement;1;originairemer;0
organophosphate;2;organophosphat;0
malathion;2;malathion;0
semèrent;1;semer;0
consommateur;2;consommateur;0
bordant;1;border;0
19h45;1;;0
détaillés;1;détaillé;0
pulvériser;2;pulvériser;0
neurotoxines;2;neurotoxine;0
atomiques;1;atomique;0
éventuelles;1;éventuel;0
immobilier;7;immobilier;0
construites;3;construire;0
patauger;1;patauger;0
immobiliers;1;immobilier;0
brown;4;brown;0
tuteur;3;tuteur;0
pataugerait;1;patauger;0
espionnait;4;espionner;0
voyeur;1;voyeur;0
coiffure;2;coiffur;0
almanach;4;almanach;0
panthéon;1;panthéon;0
nichons;1;nichon;0
mst;2;mst;0
farfelue;1;farfelu;0
embarrasser;1;embarrasser;0
gruff;5;gruff;0
grim;8;grim;0
sherai;3;sherai;0
bellapenni;1;bellapenni;0
annonces;1;annonce;0
professeurs;7;professeur;0
accompagner;12;accompagner;0
embarrassante;2;embarrassant;0
moqué;5;moquer;0
fichus;2;fichu;0
moqueries;3;moquerie;0
rêverais;1;rêverai;0
viviez;2;vivre;0
crescent;2;crescer;0
pâtés;2;pâté;0
soutenue;1;soutenir;0
athlétique;3;athlétique;0
aidait;2;aider;0
enquêtent;1;enquêter;0
finale;8;final;0
changés;1;changer;0
navrée;13;navrer;0
equipe;1;equipe;0
athlétisme;1;athlétisme;0
etudiants;1;etudiant;0
brad;17;brad;0
pitt;2;pitt;0
mcconnaghey;1;mcconnaghey;0
hérédité;1;hérédité;0
mendélienne;1;mendélienne;0
faciès;1;faciès;0
narines;1;narine;0
asymétriques;1;asymétrique;0
dominés;1;dominer;0
irrationnellement;2;irrationnellement;0
physiologiquement;1;physiologiquement;0
sarcastique;7;sarcastique;0
irréfléchi;1;irréfléchi;0
réconcilier;1;réconcilier;0
punit;1;punit;0
autodestructeur;2;autodestructeur;0
auditeur;1;auditeur;0
profiling;1;profiling;0
pétrolifère;1;pétrolifère;0
mélangées;2;mélangée;0
patiné;1;patiner;0
goudron;5;goudron;0
cantonnier;1;cantonnier;0
réserviez;1;réserver;0
regarderait;2;regarder;2
soutenu;5;soutenir;0
humilié;4;humilier;0
harlan;1;harlan;0
kinney;3;kinney;0
fringues;5;fringue;0
gène;4;gèn;0
supérieurs;6;supérieur;0
dictionnaire;2;dictionnair;0
philistins;1;philistin;0
philistin;3;philistin;0
ignorante;1;ignorant;0
obtuse;1;obtus;0
antagonique;1;antagonique;0
humiliante;1;humiliant;0
escaliers;11;escalier;0
rigolait;1;rigoler;0
ç;7;ç;0
évolué;2;évoluer;0
évolution;8;évolution;0
rappellera;1;rappeler;0
ricané;1;ricaner;0
évoluer;1;évoluer;0
vexée;4;vexée;0
vexe;5;vex;0
agenouille;4;agenouille;0
styliste;4;styliste;0
démonstratifs;4;démonstratif;0
précieuse;9;précieux;0
assené;4;assener;0
jade;12;jade;0
battes;5;batte;0
rotules;41;rotule;0
hollister;4;hollister;0
hayley;40;hayley;0
mucoviscidose;12;mucoviscidos;0
pulmonaires;4;pulmonaire;0
goetz;8;goetz;0
s03e08;8;;0
enveloppe;5;envelopper;0
usées;11;user;0
anormale;8;anormal;0
familier;18;familier;0
google;5;google;0
maternelle;7;maternel;0
relationnel;5;relationnel;0
répugnant;7;répugner;0
effilée;4;effiler;0
épée;50;épé;0
tapisserie;20;tapisserie;0
fameux;7;fameux;0
reliques;5;relique;0
gormogons;24;gormogon;0
17ème;8;;0
ratée;9;rater;0
nue;10;nu;0
nièce;8;nièc;0
cooper;33;cooper;0
vicaire;8;vicaire;0
archevêque;12;archevêque;0
agenouillement;4;agenouillement;0
exciser;4;exciser;0
méprenez;5;méprendre;0
wallace;5;wallace;0
monseigneur;12;monseigneur;0
doug;12;doug;0
cannibales;14;cannibale;0
débuts;4;début;0
paganisme;4;paganisme;0
ésotériques;4;ésotérique;0
humble;5;humble;0
regrettable;4;regrettable;0
pansement;8;pansemer;0
rousse;8;roux;0
barabbas;16;barabba;0
jérusalem;4;jérusalem;0
descendants;4;descendant;0
initié;5;initier;0
imprescriptible;4;imprescriptible;0
relique;4;reliqu;0
alphanumérique;8;alphanumérique;0
civitas;4;civiter;0
capitolium;4;capitolium;0
maçonniques;4;maçonnique;0
boussole;12;boussol;0
équerre;4;équerre;0
barrabas;4;barraba;0
mausolée;8;mausoler;0
financière;5;financier;0
pater;4;pater;0
mortus;4;mortu;0
gelée;13;gelée;0
feront;11;;0
jetteront;4;jeter;0
suggérerait;4;suggérer;0
violet;15;violet;0
sépiolite;8;sépiolite;0
anatolie;4;anatolie;0
légendaire;7;légendaire;0
eden;9;eden;0
affût;4;affût;0
déambulateur;4;déambulateur;0
raffole;4;raffoler;0
résilles;4;résille;0
rappelais;5;rappelai;0
conteneurs;4;conteneur;0
ressembles;4;ressemble;0
tarot;5;tarot;0
martyr;5;martyr;0
orateur;4;orateur;0
musicien;15;musicien;0
evêque;4;evêqu;0
corrupteur;32;corrupteur;0
brandissant;4;brandir;0
hérétique;4;hérétique;0
trône;14;trône;0
lords;4;lord;0
sith;4;sith;0
apprenti;41;apprenti;0
apprentis;5;apprenti;0
craig;4;craig;0
anatolienne;4;anatolienne;0
planifié;6;planifier;0
bouffer;5;bouffer;0
fratrie;4;fratrie;0
malveillante;8;malveillant;0
viendrais;6;viendrai;0
grimaces;5;grimace;0
arrivais;11;arrivai;0
embarrasse;4;embarrasse;0
coffré;4;coffrer;0
décoder;6;décoder;0
miroirs;12;miroir;0
sortes;11;sorte;0
tailles;8;taille;0
délibérées;4;délibérée;0
techniciens;8;technicien;0
transmet;5;transmettre;0
activée;4;activer;0
transfère;4;transfère;0
protestation;4;protestation;0
transportons;4;transporton;0
irm;13;irm;0
assoient;4;asseoir;0
hurliez;4;hurler;0
exagérer;4;exagérer;0
leurre;4;leurre;0
superficielle;7;superficiel;0
carbonari;4;carbonaro;0
tong;4;tong;0
commençait;6;commencer;0
prôné;4;prôné;0
influences;4;influence;0
pernicieuses;4;pernicieux;0
représentées;4;représenter;0
mouillée;8;mouiller;0
entendes;4;entende;0
indigne;5;indigne;0
rassurante;9;rassurer;0
invétéré;4;invétérer;0
pince;22;pince;0
quincaillerie;4;quincaillerie;0
arrachées;4;arracher;0
mises;7;mise;0
ordinal;4;ordinal;0
indexé;4;indexé;0
étendrait;4;étendre;0
éternité;6;éternité;0
archive;4;archiv;0
phosphore;5;phosphor;0
argon;4;argon;0
réflexes;6;réflexe;0
couvercle;9;couvercle;0
accédé;4;accéder;0
contenues;4;contenu;0
recruter;13;recruter;0
perturbés;4;perturber;0
vivrait;4;vivre;0
particuliers;5;particulier;0
empiré;6;empirer;0
lucide;4;lucide;0
gentilles;6;gentil;0
temporairement;8;temporairement;0
probation;12;probation;0
quittant;7;quitter;0
informelle;4;informel;0
informel;5;informel;0
décisions;8;décision;0
réhabilitation;4;réhabilitation;0
quittera;4;quittera;0
révocation;4;révocation;0
ignorer;10;ignorer;0
renverrait;4;renvoyer;0
électronique;5;électronique;0
abattrais;4;abattrai;0
claquera;4;claquer;0
évêques;4;évêque;0
enfuyez;4;enfuyez;0
décevez;4;décevoir;0
brisez;4;briser;0
tapant;5;taper;0
barney;10;barney;0
regarda;4;regarder;2
paupières;7;paupière;0
supporte;4;support;0
reluque;1;reluqu;0
retarder;3;retarder;0
marches;5;marche;0
répétition;2;répétition;0
cantiques;1;cantique;0
marley;1;marley;0
scrooge;1;scrooge;0
cérémonial;1;cérémonial;0
brujo;2;brujo;0
elfes;5;elfe;0
impatience;3;impatience;0
mélodramatique;3;mélodramatique;0
apitoie;1;apitoyer;0
skier;1;skier;0
conjugales;2;conjugal;0
cheminées;2;cheminer;0
égout;6;égout;0
inhabituellement;3;inhabituellemer;0
digeste;1;digeste;0
promener;4;promener;0
écoulement;3;écoulement;0
commerçant;1;commercer;0
rentable;2;rentable;0
cynisme;2;cynisme;0
déguisement;3;déguisemer;0
enrobé;3;enrober;0
s3e09;2;;0
slush;2;slush;0
grouille;3;grouill;0
perdure;2;perdure;0
hermine;1;hermine;0
raclage;1;raclage;0
horaires;3;horaire;0
rotation;7;rotation;0
gare;1;gare;0
remplit;5;remplir;0
millième;2;millième;0
ellipsoïdale;1;ellipsoïdal;0
prémolaire;3;prémolair;0
fumait;5;fumer;0
fumant;4;fumer;0
gonflement;1;gonflement;0
purge;1;purge;0
phorides;1;phoride;0
stase;1;stase;0
nourries;3;nourrie;0
34e;1;;0
amènerait;2;amener;0
réclamaient;1;réclamer;0
réveillez;3;réveiller;0
sacrum;9;sacrum;0
scléreux;1;scléreu;0
renne;6;renn;0
amènent;1;amener;0
habit;1;habit;0
kristopher;1;kristopher;0
kringle;17;kringle;0
hollandais;2;hollandais;0
sinterklaas;1;sinterklaa;0
fouet;1;fouet;0
traditionnellement;3;traditionnellement;0
moïse;3;moïse;0
ramenant;1;ramener;0
commandements;2;commandement;0
comparez;6;comparer;0
jovial;1;jovial;0
hudson;1;hudson;0
rennes;2;renne;0
prévoyait;4;prévoir;0
kris;31;kris;0
pôle;2;pôle;0
bruyant;5;bruyer;0
acompte;2;acompte;0
myth;1;myth;0
signifiant;2;signifier;0
mythos;1;mythos;0
intérim;2;intérim;0
temp;1;temp;0
7e;4;;0
saisonnier;1;saisonnier;0
froissé;3;froisser;0
neufs;2;neuf;0
différend;3;différend;0
breveté;2;breveter;0
tomkat;1;tomkat;0
décollé;6;décoller;0
méritent;4;mériter;0
cinglant;1;cingler;0
incisif;1;incisif;0
penseront;2;penser;0
dirons;4;diron;0
construisait;1;construire;0
addis;4;addi;0
abeba;4;abeba;0
ethiopie;1;ethiopie;0
endocrânienne;1;endocrânienne;0
coloration;7;coloration;0
temporale;2;temporal;0
perforée;3;perforer;0
balayage;1;balayage;0
électron;2;électron;0
pressentiment;1;pressentimer;0
douze;9;;0
uno;2;uno;0
attelages;1;attelage;0
jeff;3;jeff;0
mantell;1;mantell;0
boitez;1;boiter;0
atteignent;1;atteindre;0
hilarant;2;hilarer;0
sueur;13;sueur;0
chômage;1;chômage;0
pension;5;pension;0
sincèrement;6;sincèremer;0
encaissais;1;encaissai;0
chèques;7;chèque;0
krigle;1;krigl;0
saisons;1;saison;0
campagnes;2;campagne;0
publicitaires;1;publicitaire;0
concessions;2;concession;0
vendeurs;4;vendeur;0
distribuer;1;distribuer;0
friandises;1;friandise;0
taquinait;1;taquiner;0
nié;1;nier;0
glycosaminoglycanes;1;glycosaminoglycane;0
chondroïtine;1;chondroïtine;0
sulfatés;1;sulfaté;0
acétylneuraminique;1;acétylneuraminique;0
régurgitée;1;régurgiter;0
aerodramus;2;aerodramus;0
fuciphagus;2;fuciphagus;0
nids;3;nid;0
hirondelles;2;hirondelle;0
délicat;3;délicat;0
chinatown;2;chinatown;0
caleçon;3;caleçon;0
hirondelle;5;hirondelle;0
bouleversés;1;bouleverser;0
référer;2;référer;0
kum;1;kum;0
jug;1;jug;0
yuen;1;yuen;0
équitable;4;équitable;0
conservez;1;conserver;0
équateur;1;équateur;0
conjugale;7;conjugal;0
soumettre;2;soumettr;0
recommandation;3;recommandation;0
persuader;6;persuader;0
rassemblement;19;rassemblement;0
persuaderez;1;persuaderez;0
décoration;3;décoration;0
coquine;4;coquin;0
écrive;3;écriv;0
embrassez;4;embrasser;0
pinciez;1;pincer;0
cafards;3;cafard;0
gromphadorhina;1;gromphadorhiner;0
cafard;5;cafard;0
sifflant;1;siffler;0
pioche;2;pioch;0
fannia;1;fannier;0
musca;1;musca;0
phoridae;1;phoridae;0
ignoble;5;ignoble;0
pickpockets;1;pickpocket;0
propriétaires;7;propriétaire;0
portefeuilles;1;portefeuille;0
pickpocket;5;pickpocket;0
snow;3;snow;0
rentreras;1;rentrera;0
brent;2;brent;0
irrespectueux;1;irrespectueu;0
fêtez;1;fêter;0
collision;1;collision;0
marchais;1;marchai;0
priceco;3;priceco;0
massacrer;3;massacrer;0
moussa;4;mousser;0
entraînés;2;entraîné;0
égyptiens;7;égyptien;0
célèbrent;1;célèbrent;0
musulman;10;musulman;0
copte;1;copte;0
célébrons;1;célébron;0
éclaté;6;éclater;0
ignorent;2;ignorer;0
payfast;1;payfast;0
encaissé;3;encaisser;0
caissier;2;caissier;0
embrassions;1;embrassion;0
embrassant;1;embrassant;0
haleine;3;haleine;0
bisou;1;bisou;0
rencontrant;1;rencontrant;0
enjouée;1;enjouer;0
espiègle;1;espiègle;0
rameau;1;rameau;0
enormément;2;enormémer;0
flottille;1;flottille;0
plantés;2;planter;0
bébête;2;bébête;0
continuerais;1;continuerai;0
dénué;1;dénuer;0
tromperie;2;tromperie;0
portons;2;porton;0
incluez;1;inclure;0
imprégnés;1;imprégner;0
routines;1;routine;0
pragmatiques;1;pragmatique;0
émerveillement;1;émerveillement;0
décorons;1;décoron;0
éphémère;4;éphémère;0
immoral;1;immoral;0
floues;2;flou;0
rentres;1;rentre;0
birmanie;5;birmanie;0
myanmar;1;myanmar;0
désastre;4;désastr;0
assiéront;1;asseoir;0
ouvriront;1;ouvrir;0
croiront;1;croire;0
veillée;6;veiller;0
glissement;5;glissement;0
paradigme;5;paradigme;0
changeant;2;changer;0
cloches;14;cloche;0
coûtant;1;coûter;0
inspecter;5;inspecter;0
imbibé;1;imbiber;0
phénophtaléine;4;phénophtaléine;0
désinfectez;1;désinfecter;0
désinfecter;1;désinfecter;0
brossez;1;brosser;0
egyptien;1;egyptien;0
réacteurs;1;réacteur;0
cookie;1;cookie;0
container;6;container;0
confronte;1;confronte;0
renifle;3;renifl;0
renifler;2;renifler;0
noëls;1;noël;0
fermerais;1;fermerai;0
bouder;1;bouder;0
adressé;2;adresser;0
partes;1;parte;0
amusent;2;amusent;0
remontant;2;remonter;0
appellerait;2;appeler;0
stores;1;store;0
traversés;1;traverser;0
euréka;1;euréka;0
espères;1;espère;0
chatouille;2;chatouille;0
romantiques;3;romantique;0
étonnantes;1;étonnante;0
décourage;2;décourage;0
baigneurs;1;baigneur;0
restante;1;restant;0
macérer;1;macérer;0
aspirez;1;aspirer;0
filtrera;1;filtrer;0
longitudinale;1;longitudinal;0
cortical;2;cortical;0
imprimée;1;imprimé;0
tube;5;tube;0
frappent;2;frapper;0
glabelle;2;glabell;0
fronto;1;fronto;0
visiblement;12;visiblement;0
aiguisées;4;aiguiser;0
néanderthaliens;2;néanderthalien;0
lacération;5;lacération;0
néanderthalens;1;néanderthalen;0
assaillants;2;assaillant;0
mud;2;mud;0
kom1dune;3;;0
incertaine;1;incertain;0
glissent;1;glisser;0
nus;8;nu;0
anus;4;anus;0
discutez;3;discuter;0
incapacité;1;incapacité;0
puéril;1;puéril;0
gamineries;1;gaminerie;0
tabou;1;tabou;0
restau;4;restau;0
tain;1;tain;0
relâche;1;relâche;0
truites;1;truite;0
canettes;1;canette;0
braisée;1;braiser;0
osso;1;osso;0
buco;1;buco;0
modifications;3;modification;0
dégénératives;1;dégénératif;0
facettes;2;facette;0
hypertrophie;2;hypertrophie;0
cervicaux;1;cervicau;0
cocotte;1;cocotte;0
métacarpes;4;métacarpe;0
métatarses;1;métatarse;0
compatibles;5;compatible;0
rétinaculum;1;rétinaculum;0
rencontrera;3;rencontrer;0
impatiente;3;impatient;0
rigolerais;1;rigolerai;0
sereins;1;serein;0
tripp;49;tripp;0
goddard;11;goddard;0
pourrie;2;pourri;0
accusent;3;accuser;0
mécanos;3;mécano;0
philippa;9;philippa;0
fitz;9;fitz;0
slam;7;slam;0
bolt;7;bolt;0
garth;11;garth;0
jodrey;3;jodrey;0
motokneescrapers;2;motokneescraper;0
inclinent;1;incliner;0
frottent;1;frotter;0
adoraient;3;adorer;0
détestaient;6;détester;0
féliciter;8;féliciter;0
lenny;7;lenny;0
jumeau;4;jumeau;0
flame;3;flam;0
spark;4;spark;0
pincé;1;pincer;0
plugs;1;plug;0
rivale;4;rival;0
éloignait;2;éloigner;0
courageux;5;courageux;0
magnésium;7;magnésium;0
bore;2;bore;0
encastrées;1;encastrée;0
motos;2;moto;0
bicyclettes;1;bicyclette;0
bicyclette;1;bicyclette;0
cyclette;1;cyclette;0
applique;7;appliqu;0
irritation;3;irritation;0
cisaillement;2;cisaillement;0
divisé;1;diviser;0
boum;3;boum;0
remontrant;1;remontrer;0
traumatisant;3;traumatiser;0
smalls;1;small;0
reformule;2;reformul;0
jumeaux;9;jumeau;0
décririez;1;décririez;0
transcription;1;transcription;0
indéterminée;5;indéterminé;0
sécher;1;sécher;0
boxeur;16;boxeur;0
exigerait;1;exiger;0
redites;2;redire;0
micros;2;micro;0
habits;12;habit;0
tuait;4;tuer;0
saignait;1;saigner;0
testable;1;testable;0
planques;1;planque;0
mettons;3;metton;0
galant;3;galant;0
sauterait;1;sauter;0
sémantique;1;sémantique;0
tournure;2;tournure;0
élaboré;3;élaborer;0
linguistique;1;linguistique;0
inconscients;3;inconscient;0
sauce;1;sauce;0
racing;1;racing;0
fusille;1;fusille;0
décélérer;1;décélérer;0
virage;2;virage;0
décélère;1;décélèr;0
dépêchez;6;dépêchez;0
circuit;5;circuit;0
belleville;1;belleville;0
rotors;1;rotor;0
affûtés;1;affûté;0
courbez;1;courbez;0
rotor;1;rotor;0
séparez;1;séparer;0
connaissant;3;connaître;0
restaurer;4;restaurer;0
plastiques;4;plastique;0
polymères;4;polymère;0
réactif;1;réactif;0
eugénol;1;eugénol;0
apers;1;aper;0
coréen;1;coréen;0
consonnes;2;consonne;0
disposition;1;disposition;0
voyelles;2;voyelle;0
énormément;9;énormément;0
rustres;1;rustre;0
gratuits;2;gratuit;0
vivaneaux;1;vivaneau;0
passionnés;1;passionner;0
reviendront;2;revenir;0
scrapers;1;scraper;0
élimination;3;élimination;0
arhuaco;1;arhuaco;0
paraplégique;2;paraplégique;0
rétinien;1;rétinien;0
april;8;april;0
connectés;3;connecté;0
quantique;3;quantique;0
tanguer;1;tanguer;0
agraires;1;agraire;0
papillonnez;1;papillonnez;0
labourer;1;labourer;0
faussé;5;fausser;0
verticale;4;vertical;0
inspecte;2;inspect;0
cabossés;1;cabossé;0
correspondrait;2;correspondre;0
toons;3;toon;0
looney;1;looney;0
tapent;1;tapent;0
dentelé;1;denteler;0
fracturant;2;fracturer;0
frontonasal;1;frontonasal;0
embêté;2;embêté;0
teints;1;teint;0
teint;7;teindre;0
perplexe;3;perplexe;0
clairière;2;clairière;0
rognure;1;rognure;0
relâchera;2;relâcher;0
incitation;1;incitation;0
familiale;5;familial;0
roulante;1;roulant;0
scrutez;1;scrutez;0
kneescrapers;1;kneescraper;0
conduisant;3;conduire;0
camionnette;5;camionnett;0
chrome;12;chrom;0
recouvrir;2;recouvrir;0
fonctionnalité;1;fonctionnalité;0
softball;3;softball;0
pivot;2;pivot;0
pâtée;1;pâtée;0
dégradés;2;dégrader;0
goamis;1;goamis;0
femelle;4;femelle;0
accouplent;1;accoupler;0
pâle;4;pâle;0
remplaçons;1;remplaçon;0
turquoise;1;turquoise;0
cobalt;1;cobalt;0
adéquat;3;adéquat;0
intégralement;2;intégralement;0
renouvelé;1;renouveler;0
moteurs;4;moteur;0
saboter;3;saboter;0
usuel;1;usuel;0
incompétence;3;incompétence;0
sabotage;1;sabotage;0
saboté;1;saboter;0
prévue;2;prévoir;0
conduise;2;conduise;0
sabotée;1;saboter;0
gaspiller;1;gaspiller;0
ramènera;4;ramener;0
fâchez;1;fâcher;0
larguer;1;larguer;0
échappés;1;échappé;0
doués;1;douer;0
sensations;1;sensation;0
dimorphes;1;dimorphe;0
doyen;4;doyen;0
university;3;university;0
jaguars;3;jaguar;0
apportez;6;apporter;0
didactique;2;didactique;0
dimorphe;1;dimorphe;0
justine;6;justine;0
berry;3;berry;0
gymnase;4;gymnase;0
cutler;13;cutler;0
rabattus;1;rabattu;0
rabattre;2;rabattre;0
vanessa;4;vanesser;0
taylor;9;taylor;0
fumiez;1;fumer;0
libertine;1;libertin;0
vagabond;2;vagabond;0
accélérée;4;accélérer;0
dorée;1;dorée;0
mourront;6;mourir;0
cutter;6;cutter;0
meneurs;1;meneur;0
recruté;1;recruté;0
detroit;2;detroit;0
pistons;1;piston;0
enlevait;3;enlever;0
manning;23;manning;0
ailiers;2;ailier;0
universitaires;1;universitaire;0
player;2;player;0
pressure;2;pressure;0
accordéon;4;accordéon;0
kobe;1;kob;0
bryant;1;bryer;0
fertilité;3;fertilité;0
centrales;2;central;0
classer;3;classer;0
kamaria;2;kamaria;0
bénévole;3;bénévole;0
bourses;4;bourse;0
exister;5;exister;0
occupait;4;occuper;0
traitais;1;traitai;0
dallas;5;dalla;0
verona;1;veroner;0
pom;14;pom;0
coach;13;coach;0
morse;3;morse;0
carcasse;1;carcass;0
suggèrant;1;suggèrer;0
recouvre;4;recouvrir;0
calibré;1;calibrer;0
salade;1;salad;0
ambroisie;1;ambroisie;0
sonnait;4;sonner;0
gege;1;gege;0
bourdonnent;2;bourdonner;0
rebondir;1;rebondir;0
rebondissements;1;rebondissement;0
transforment;3;transformer;0
tournois;1;tournois;0
planer;2;planer;0
pleurons;1;pleuron;0
colby;14;colby;0
pleurera;1;pleurer;0
tragédie;3;tragédie;0
sms;9;sm;0
partiels;2;partiel;0
assuraient;1;assurer;0
toxico;8;toxico;0
filous;1;filou;0
mixer;1;mixer;0
automatographe;1;automatographe;0
sucs;1;suc;0
jaillir;1;jaillir;0
étiquette;3;étiquette;0
rincerai;1;rincerai;0
pratiquer;3;pratiquer;0
puérils;1;puéril;0
juvéniles;1;juvénile;0
devenant;1;devenant;0
substitut;2;substitut;0
enfantin;3;enfantin;0
georges;1;georges;0
titulaire;3;titulaire;0
celeste;7;celest;0
profitent;2;profiter;0
loyale;2;loyal;0
contredire;4;contredire;0
démarrant;1;démarrer;0
répondrai;4;répondre;0
sédatifs;1;sédatif;0
puait;1;puer;0
bourbon;3;bourbon;0
stéroïdes;29;stéroïde;0
fluide;7;fluide;0
synovial;2;synovial;0
dessinatrice;2;dessinatric;0
domaines;3;domaine;0
combinent;2;combiner;0
gaillards;1;gaillard;0
indisciplinés;1;indiscipliner;0
mannings;1;manning;0
pros;5;pro;0
gratuit;4;gratuit;0
gagnent;3;gagner;0
positifs;3;positif;0
céfixime;1;céfixime;0
antibiotique;6;antibiotique;0
gonorrhée;5;gonorrher;0
gravité;7;gravité;0
brochette;1;brochett;0
chtouille;7;chtouill;0
franchise;3;franchise;0
inquiéterait;1;inquiéter;0
supposait;1;supposer;0
admettes;1;admette;0
hurlements;2;hurlement;0
rétrécie;1;rétrécie;0
confesser;1;confesser;0
intégrer;7;intégrer;0
ligues;1;ligue;0
européennes;1;européen;0
flacon;4;flacon;0
vessie;3;vessie;0
mélanger;6;mélanger;0
admiratif;1;admiratif;0
marquez;4;marquer;0
gendre;1;gendre;0
épousée;4;épousée;0
réjouissances;1;réjouissance;0
triché;6;triché;0
sportifs;3;sportif;0
complètements;1;complètement;0
faussées;1;faussée;0
admettait;1;admettre;0
